input,input_fr,input_wo,label
Unsure how to provide my identity.,Je ne sais pas comment fournir mon identité.,Xamuma numay def ba joxe sama xàmmekaay.,unable to verify identity
why wouldnt the atm give me money,pourquoi le distributeur ne me donne-t-il pas d'argent,Lu tax GAB génneeluma xaalis ?,declined cash withdrawal
I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction?,J'ai vu des frais sur mon reçu suite à un retrait d'argent lors d'un achat précédent. Est-il censé y avoir des frais pour ce type de transaction ?,Damaa gis fay ci sama këyit biy firndeel xaalis bi ma jëlee ci jënd bu sank. Ndax dañu wara fay xeetu jëflante bii?,cash withdrawal charge
I have a card that was deactivated can I reactivate it?,"J’ai une carte qui a été désactivée, puis-je la réactiver ?",Amnaa benn kàrt bu ñu taxawal ndax mën naa ko defaraat?,card linking
My card is missing!  Help!,Ma carte a disparu !  Aide!,Sama kàrt dafa réer!  Dimbaliléen ma!,lost or stolen card
I need to make my card PIN a different number,Je dois définir un numéro différent pour le code PIN de ma carte,Dama war a soppi sama kod pinu kàrt ?,change pin
I can't find my phone and I'm worried someone is going to use it,Je ne trouve pas mon téléphone et j'ai peur que quelqu'un l'utilise,"Gisuma sama telefon, dama ragal mu am ku ko jëfandikoo.",lost or stolen phone
"If my top-up didn't transfer, what went wrong?","Si ma recharge n'a pas été transférée, qu'est-ce qui s'est passé ?","Sudee sama sarse yònnee wuñu ko, lan moo xewoon?",top up reverted
WHY IS THERE AN EXTRA FEE FOR USING THE ATM??!!!,POURQUOI Y A-T-IL DES FRAIS SUPPLÉMENTAIRES POUR L'UTILISATION DU GAB ?? !!!,Lutax mu am ay njëg yu ëpp ci jëfàndikaayu gab bi?,cash withdrawal charge
Why is there a fee added to my statement?,Pourquoi y a-t-il des frais ajoutés à mon relevé ?,Lu tax mu am ay njëg yu yokk ci sama jëflante ?,extra charge on statement
How many cards can I have?,Combien de cartes puis-je avoir ?,Ñaata kart laa mëna am?,getting spare card
I need clarity on why my card is not working.,J’ai besoin de précisions sur la raison pour laquelle ma carte ne fonctionne pas.,Dama soxla ay leeral ci sabab bi tax sama kàrt doxul.,card not working
"Please give me both Visa and MasterCard, is it possible?","S'il vous plaît, donnez-moi à la fois une carte Visa et une carte MasterCard, est-ce possible ?",Ndax mën nga ma joxaale kàrt Wiisa ak kàrt Master? ,verify my identity
My statement shows a strange direct debit.,Mon relevé fait état d'un prélèvement automatique étrange.,Sama rëlëwe dafay wone ab dindi si saa si bu doy waar.,pending top up
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,Pourquoi mon chèque n'apparaît-il pas sur mon compte ? Je pensais que ce serait plus rapide et j'aimerais que vous m'aidiez.,"Lu tax sama sekk feeñul ci sama kont? Dama jàppoon ni mooy gëna gaaw, bëggoon naa ngeen jàppale ma.",balance not updated after cheque or cash deposit
I an not sure but it looks as if a card payment I made was cancelled.,"Je ne suis pas sûr, mais il semble qu’un paiement par carte que j’ai effectué ait été annulé.","Wóoruma de, waaye dafa melni peyoor bima defoon ak kàrt dañu ko fomm.",reverted card payment?
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,"Avant-hier, j'ai transféré des fonds sur un autre compte dans le pays. Les fonds ne sont pas encore arrivés. J'ai vérifié deux fois et trois fois le numéro de compte et il était correct. Pourquoi le transfert n'a-t-il pas encore été effectué ?","Barki démb, yonnee naa xaalis ci beneen kont ci biir réew mi. Xaalis bi yegsiwul ba léegi. Xool naa ko ñaari  ba ñatti yoon  nimero bi te baax na. Lu tax?",transfer not received by recipient
Where can I verify my identity?,Où puis-je vérifier mon identité ?,Fan laa mëna saytoo dama dàntite?,supported cards and currencies
How long does it take for me to get my pin,Combien de temps faut-il pour que je reçoive mon épinglette,Ñaata waxtu laa wara def balaa may jot sama pin?,get physical card
Why am I still waiting for my refund,Pourquoi j'attends toujours mon remboursement,Lu tax ba tay jotuma ci xaalis bi ñu ma waroon a delloo ?,Refund not showing up
Account topping up bank transfers to my account assistance please?,"Recharger mon compte par virement bancaire sur mon compte, s'il vous plaît ?","Sarse leen sama kont ci jëflante ci bànker, ngir yàlla?",transfer into account
Why isn't my google top-up pay working?,Pourquoi ma recharge Google Pay ne fonctionne-t-elle pas ?,Lu tax sama sarse Google Pay doxul?,apple pay or google pay
Where do you export the cards to?,Vers où exportez-vous les cartes ?,Fan ngay yóbbu kàrt yi? ,exchange charge
Why did I get charged a fee for transferring money?,Pourquoi ai-je dû payer des frais pour transférer de l’argent ?,Lu tax ma wara fey xaalis ngir mëna yónnee xaalis?,transfer fee charged
I was spending cash with my card and got a fee.,Je dépensais de l’argent avec ma carte et j’ai reçu des frais.,"Dama doon jëfandikoo xaalis ak sama kàrt, ma jot ay fere.",card payment fee charged
Why would a merchant revert my payment?,Pourquoi un marchand annulerait-il mon paiement ?,Lu tax benn jaaykat di fomm sama payoor?,reverted card payment?
Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere.,"Votre système est-il en panne ou autre chose ? J'ai déjà essayé cinq fois d'effectuer un transfert standard, mais je n'y arrive pas.",Ndax seen sistem bi dafa am jafe-jafe walla lu ne mel. Juróomi yoon a ngi may jéem a yónnee xaalis te jàllul.,failed transfer
I can't find my phone; what can I do to prevent someone from accessing my account on it?,Je ne trouve pas mon téléphone ; que puis-je faire pour empêcher quelqu'un d'accéder à mon compte ?,"Gisuma sama telefon, naka laa mën a def ba kenn du ci jaare ngir joti ci sama kont ?",lost or stolen phone
What can I use to receive my salary?,Que puis-je utiliser pour recevoir mon salaire ?,Luma wara def ba jot sama saleer?,receiving money
Do I need to do something to get a new card once it expires?,Dois-je faire quelque chose pour obtenir une nouvelle carte une fois qu’elle expire ?,Ndax wara def dara ngir am kàrt bu bees su sama kàrt  weeso gàpp?,card about to expire
I was so embarrassed. Why didn't my payment clear?,J’étais tellement gênée. Pourquoi mon paiement n’a-t-il pas été compensé ?,Dama am lu ma naqari. Lu tax mottali wuñu sama payoor?,declined card payment
Why are the payments being declined on my new card?  I tried several times to use my new card to pay for my gas at the Shell station in my neighborhood.  I am very distressed about my new card not working.,Pourquoi les paiements sur ma nouvelle carte sont-ils refusés ? J'ai essayé à plusieurs reprises d'utiliser ma nouvelle carte pour payer mon essence à la station Shell de mon quartier. Je suis très déçu que ma nouvelle carte ne fonctionne pas.,Lu tax ñu gàntal peyoor yi ñu defe kàrt. Jéem naa jëfandikoo sama kàrt ba sonnu ci Shell bi ci koñ  bi ngir sol isãas. Sama kàrt bi doxul jaaxal na ma lool.,declined card payment
I do not have the information to verify my identify.,Je n'ai pas les informations pour vérifier mon identité.,Yoruma ay xibaar ngir saytu sama dàntite ,top up by card charge
Help! I need to transfer something to China.,Au secours ! J'ai besoin de transférer quelque chose en Chine.,dimbali ma! Dama wara toxal dara ci Chine.,exchange charge
Why can't the recepient of my money transaction see it?,Pourquoi le destinataire de ma transaction monétaire ne peut-il pas la voir ?,Li tax ki ma waroon a yónnee xaalis bi gisu ko ?,transfer not received by recipient
wheres my pin,où est mon épingle,Fan la sama pingu nekk,get physical card
My card's expiration date is close.,La date d'expiration de ma carte approche," Bisu jeexal sama kàrt mungiy jegesi.
",request refund
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.","Bonjour, j'ai vérifié mes transactions et j'ai constaté que j'ai été débité deux fois lors d'une visite au restaurant. Je souhaite être remboursé.","Salaam, xool naa sama jëflante yi te seetlu naa ni dañu ma wàññi ñaari yoon bimay seeti benn retoraŋ. Dama bëgg ñu delloo ma. ",transaction charged twice
Can you tell me how to get a disposable virtual card?,Pouvez-vous me dire comment obtenir une carte virtuelle jetable ?,Ndax mën ngama wax naka laa mëna ame kàrt wituyel bu ñuy jëfandikoo benn yoon kese ?,age limit
How do I link my card in the app.,Comment lier ma carte dans l'application.,Naka laay lëkalee sama kàrt ci aplikaasiyoŋ bi.,card linking
What fiat money can I used in the exchange and holding?,Quelle monnaie fiduciaire puis-je utiliser dans l'échange et la détention ?,Ban xaalis  laa mëna jëfandikoo ngir weccoo ak tëye?,fiat currency support
i need a refund right away but the funds aren't available in my account,J’ai besoin d’un remboursement immédiat mais les fonds ne sont pas disponibles sur mon compte,Dama soxla ñu delloo ma sama xaalis ci saasi waaye xaalis bi amul ci sama kontu.,Refund not showing up
Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it?,Existe-t-il un moyen pour vous de savoir pourquoi mon compte a été déduit d'un vendeur alors que je ne l'ai pas approuvé ?,Ndax am na jumtuwaay bu mën a tax ma xam li ñu dagg ci sama kont te nekkul ci sama ndigal ?,direct debit payment not recognised
What steps should I take before my card expires?,Quelles sont les étapes à suivre avant l’expiration de ma carte ?,Yan ñooy jéego yi ma wara topp balaa sama kàrt di jeex?,card about to expire
How many transactions can I do with a disposable card?,Combien de transactions puis-je effectuer avec une carte jetable ?,ñaata jëflante laa mëna def ak kàrt yu ñuy jëfandikoo benn yoon kese?,exchange charge
Can I track the card that was just sent to me?, Puis-je suivre la carte qui vient de m'être envoyée ?,Ndax mën naa topp kàrt bi ñu ma yónnee? ,unable to verify identity
Why didn't I receive the right amount of cash?,"Pourquoi n'ai-je pas reçu le bon montant ?
",Lu tax jottuma xaalis bi war? ,top up by cash or cheque
"Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened?","Avez-vous perdu mon argent ? J'ai récemment ajouté des fonds par recharge et je sais qu'ils étaient sur mon compte, mais ils semblent avoir disparu. Que s'est-il passé ?","Ndax dangeen a réeral sama xaalis ? Dugaloon naa xaalis ci sama kont ngir yokk xaalis bi bu yàggul dara, xam naa ne mi ngi fa woon, waaye dafa mel ne nekkatu fa. Lan moo xew ?",top up reverted
Can I add money to top up my account via a bank transfer?,Puis-je ajouter de l’argent pour recharger mon compte par virement bancaire ?,Ndax mën naa yokk xaalis ngir def ko sama kont ci yónnee bànk?,transfer into account
How do you top up with a cheque?,Comment recharger avec un chèque ?,Naka lañu mën a sarsee kàrt ak seg ?,top up by cash or cheque
"Would you please tell me the status of my refund request for a large purchase I made not long ago? I contacted the merchant nearly a week ago, but haven't received it.","Pourriez-vous m'indiquer où en est ma demande de remboursement pour un achat important effectué récemment ? J'ai contacté le commerçant il y a près d'une semaine, mais je n'ai toujours pas reçu ma demande.","Ndax mën ngeen ma wax fan la xaalis bi ma sàkkuwoon ñu delloo ma ko tollu ci afeer bu am solo bu ma jëndoon bu yàgg ba tay ?Jokkoo naa ak jaaykat, tollu na ci ayu-bés waaye jotaguma ci xaalis ba tay",Refund not showing up
I need to know where do my funds come from,J'ai besoin de savoir d'où viennent mes fonds,Bëgg naa xam fan la sama xaalis jóge ?,verify source of funds
Balance hasn't been updated following a bank transfer,Le solde n'a pas été mis à jour suite à un virement bancaire,Li des sama kontu yeesaluñu ko ginnaaw toxal xaalis bànk .,balance not updated after bank transfer
There is a direct debit charge on my account that I don't recognize.,Il y a un prélèvement automatique sur mon compte que je ne reconnais pas.,Amna ab génnee xaalis bu gaaw ci sama kont buma xammeewul,direct debit payment not recognised
How do I use a cheque to top up?,Comment puis-je utiliser un chèque pour recharger ?,Naka laa mëna jëfandikoo sek ngir dugal xaalis?,top up by cash or cheque
"My card was supposed to arrive, but hasn't?","Ma carte était censée arriver, mais elle n'est pas arrivée ?","Sama kàrt waroon na yegsi, waaye ba tay yegseegul.",card arrival
How do i find my top-up card's verification code?,Comment puis-je trouver le code de vérification de ma carte de recharge ?,Naka laa mëna gisee kod bi ngir saytu sama kàrtu sarse?,verify top up
Why is there a fee for using my card?,Pourquoi y a-t-il des frais pour l’utilisation de ma carte ?,Lan moo tax mu am ay njëg ngir jëfandikoo sama kàrt?,get disposable virtual card
I think my card is broke?,Je pense que ma carte est cassée ?,Dama yaakaar ne sama kàrt bi dafa damm,card not working
Why can't I use this beneficiary?,Pourquoi ne puis-je pas utiliser ce bénéficiaire ?,Lu tax mënuma jëfandikoo benefiseer bi?,beneficiary not allowed
How simple is it to transfer money into my account?,Est-il simple de transférer de l’argent sur mon compte ?,Ndax yónnee xaalis sama kontu lu yomb la?,card payment fee charged
How many days until my US transfer arrives?,Combien de jours avant l'arrivée de mon virement américain ?,Ñaata waxtu laa war a toog ngir xaalis bu ñu yónneewee Amerig yegsi ?,transfer timing
Is it possible to transfer money to my credit card?,Est-il possible de transférer de l'argent sur ma carte de crédit ?,Ndax mën naa yónnee xaalis ci sama kart kredi?,topping up by card
I seem to be unable to make any transactions.,Il semble que je ne parvienne pas à effectuer de transactions.,Daa mel ni mënuma def benn jëflante.,card not working
Why am I unable to transfer money when I was able to before?,Pourquoi ne puis-je pas transférer de l’argent alors que j’en étais capable auparavant ?,Lu tax mënatuma yónnee xaalis na ma ko doon defe ?,beneficiary not allowed
I'm cancelling this charge. I still have not received what I bought from these people a while ago.,J’annule ces frais. Je n’ai toujours pas reçu ce que j’ai acheté de ces gens il y a quelque temps.,Damay fomm njëg yii. Ba leegi jotuma li ma jëndoon ci nit ñooñu amna ay waxtu ci ginaaw.,request refund
My wallet got stolen a couple hours ago and now I've seen there already is a withdrawal. Help this is absolutely urgent I don't want to loose more money,"Mon portefeuille a été volé il y a quelques heures et je vois qu'il y a déjà un retrait. À l'aide, c'est urgent ! Je ne veux pas perdre plus d'argent.","Dañoo sàcc sama kalpe, booba ak léegi am na ayu-bés te gis naa ne am na ku tibb ci sama xaalis. Jàppaleen ma, bëggatumaa ñàkkaat dërëm.",cash withdrawal not recognised
I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one?,Je souhaite effectuer un achat en ligne mais je ne souhaite pas utiliser ma carte de crédit. Pouvez-vous m'expliquer comment fonctionne une carte virtuelle jetable et où puis-je en faire la demande ?,Dama bëgga jënd ci net bi waaye bëgguma jëfandikoo sama kart kredi. Ndax mën ngamaa leeral naka la kart wirtuel yiñuy sànni di doxee. Te fan laako mëna laajee?,get disposable virtual card
beneficiary transfer problems?,Problèmes de transfert de bénéficiaires ?,Ndax jafe-jafey jokkalanteb koppar dafa am ci ki ko war a jot ?,beneficiary not allowed
How do I change my last name?,Comment puis-je changer mon nom de famille ?,Naka laa mën a soppiwee sama sant ?,edit personal details
How do I perform identity checks?,Comment effectuer des contrôles d'identité ?,Naka lañuy  saytoo dàntite?,top up reverted
Is there an automatic top up feature?,Existe-t-il une fonction de recharge automatique ?,Ndax amna anamu sarse otomatik?,automatic top up
"I deposited a check, but haven't received the funds for it.","J'ai déposé un chèque, mais je n'ai pas reçu les fonds nécessaires.",Duggal naa xaalis ak sek waaye jotuma xaalis bi ma soxla.,balance not updated after cheque or cash deposit
Is my PIN sent separably?,Mon code PIN est-il envoyé séparément ?,Dañu xàjjele kod PIN bi bi ñu ma koy yónne,get physical card
Can I request a refund,Puis-je demander un remboursement,Ndax mën naa laaj ñu delloma sama xaalis?,request refund
How many times can I use my disposable card?,Combien de fois puis-je utiliser ma carte jetable ?,Ñaata yoon laa war a jëfandikoo ama kàrtu dugal-sànni bi ?,disposable card limits
What currency can I use to add money?,Dans quelle devise puis-je ajouter de l’argent ?,Ci ban xaalis laa mëna yokkee xaalis?,supported cards and currencies
"Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.","Bonjour, y a-t-il un moyen de vérifier ma carte ? Je n’ai jamais eu de problèmes avec les retraits dans le passé, mais ce matin, sur le chemin du travail, il a été refusé de manière inattendue.","Nanga def, ndax amna anam wuma mëna saytoo sama kàrt? Musu ma am jafe-jafe ci jël xaalis ci jamono yii weesu, waaye tay ci suba ci yoon wi bimay liggéeyi, dañu ko bañ te kenn xaaru ko woon.",declined cash withdrawal
It's been forever since I placed an order online. The product just doesn't arrive. Just give me my money back because I'm not paying these people.,Ça fait une éternité que j'ai passé une commande en ligne. Le produit n'arrive tout simplement pas. Remboursez-moi mon argent parce que je ne paie pas ces gens.,Ay at yu baree ngi nii ma def komaand ci net bi. Mbir mi yegsiwul. Delloo leen ma sama xaalis ndax duma fay nit ñii.,wrong exchange rate for cash withdrawal
"My card payment is just showing up as pending since forever, what's going on with that, when should it be going through?","Mon paiement par carte apparaît comme en attente depuis toujours, que se passe-t-il, quand devrait-il être effectué ?",Peyoor bi ma defe ak kàrt a ngi ci pekku négandiku bu yàgg ba tay.Lan mooy jafe-jafe bi ? Kañ la war a jàll ?,pending card payment
What is the minimum age required to open an account with your service?,Quel est l'âge minimum requis pour ouvrir un compte avec votre service ?,ñaata at ngay am ngir mëna ubbi kont ci sa serwis?,card payment fee charged
Will it be possible to change from USD to GBP with this App?,Sera-t-il possible de passer de l'USD à la GBP avec cette application ?,Ndax mën nañu joge ci USD dem ci GBP ak aplikaasiyoŋ bii?,card payment fee charged
Can I top off with a debit card?,Puis-je recharger avec une carte de débit ?,Ndax mën naa dugale xaalis ak kàrt bu gaaw te wóor bi?,supported cards and currencies
In which countries can I get a card?,Dans quels pays puis-je obtenir une carte ?,Ci man réew laa mën a amee ab kàrt ?,country support
I would like to cancel a purchase.,Je souhaite annuler un achat.,Dama bëgg a niil am njënd,request refund
Tell my why my top-up is pending.,Dites-moi pourquoi ma recharge est en attente.,Wax lu tax sama sarse di xaar.,pending top up
I need you to delete my account right now.,J’ai besoin que vous supprimiez mon compte tout de suite.,Dama bëgg ngeen dindi sama kont  leegi.,terminate account
Are currency exchanges free?,Les échanges de devises sont-ils gratuits ?,Ndax weccoo xaalis yi amna fey?,exchange charge
I have a transfer that was declined.,J’ai un transfert qui a été refusé.,Amnaa ab toxal xaalis bu ñu bañ.,declined transfer
I paid with my card so so why was I charged a transaction fee?,"J’ai payé avec ma carte, alors pourquoi m’a-t-on facturé des frais de transaction ?","Dama fay ak sama kàrt, kon lu tax ñu may fayeeku njëgu jëflante bi?",card payment fee charged
Was there a way for me to get tracking for that?,Y avait-il un moyen pour moi d'obtenir un suivi pour cela ?,Ndax amna anam buma mëna toppe lii?,card arrival
Am I able to get both a Visa and MasterCard from you?,Puis-je obtenir à la fois une carte Visa et une carte MasterCard de votre part ?,Ndax mën naa am kàrtu Wiisa ak kàrt Master ci yeen?,visa or mastercard
I know I'm getting a new card but would like know when I can expect to receive it.,"Je sais que je reçois une nouvelle carte, mais j’aimerais savoir quand je peux m’attendre à la recevoir.","Xamnaa ni damay am kàrt bu bees, waaye bëggoon naa xam kañ laa ko mëna jot.",card arrival
I want to set up an auto top-up,Je souhaite mettre en place une recharge automatique,Dama bëgga defar ben sarse ci saasi,automatic top up
Where can I find information about where my money came from?,Où puis-je trouver des informations sur la provenance de mon argent ?,Fan laa war a jëlee ay xibaar ngir ci ceslaayu sama xaalis ?,verify source of funds
Why wasn't my payment to beneficiary X approved?,Pourquoi mon paiement au bénéficiaire X n'a-t-il pas été approuvé ?,Lu tax sama peyoor bi jëm ci X jàllagul ?,beneficiary not allowed
I need help verifying my identity.,J'ai besoin d'aide pour vérifier mon identité.,Dama soxla ndimbal ngir xool sama jëmm.,card swallowed
I was charged a fee with my cash withdrawal that I shouldn't have been charged.,On m’a facturé des frais pour mon retrait d’argent qui n’auraient pas dû m’être facturés.,Dañu ma feyeeku ngir xaalis bi ma jël te waruñu ma ko woon feyeeku.,cash withdrawal charge
Why is my transfer still pending after all this time?,Pourquoi mon transfert est-il toujours en attente après tout ce temps ?,Lu tax sama toxal di xaar ba leegi ginnaaw waxtu bi yépp?,pending transfer
"Apple watch top up help, please?","Aidez-moi pour recharger mon Apple Watch, s'il vous plaît ?","jàppale leen ma ngir ma sarse sama Apple Watch, ngir yàlla! ",verify top up
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?","Normalement, je n'utilise pas les distributeurs automatiques, mais j'étais pressé aujourd'hui et j'ai dû retirer de l'argent. Le distributeur m'a donné le mauvais montant d'argent et maintenant mon application n'affiche pas le même montant qu'elle devrait. Que dois-je faire ?","Ci yoon,  duma jëfandikoo gab, waaye dama yàkkamti woon tey waroon naa génnee xaalis. Gab bi xaalis bu jaarulm yoon lama jox te leegi aplikaasiyoŋ bi feeñalul benn xaalis bi  waroon? Lu ma wara def?",wrong amount of cash received
If I order a card when does it arrive?," Si je commande une carte, quand est-elle livrée ?"," Suma komaandee kàrt, kañ lañu ma koy indil?",why verify identity
Where do my available funds come from?,D'où viennent mes fonds disponibles ?,Fan la sama xaalis bi yemb jóge ?,verify source of funds
Why is my card payment still pending?,Pourquoi mon paiement par carte est-il toujours en attente ?,Lu tax sama peyoorug kàrt bi nekk ba tay ci pàccub négandiku ?,pending card payment
I made a purchase and would like to get a refund for what I bought can you have the money put back in my account?,J'ai effectué un achat et j'aimerais obtenir un remboursement pour ce que j'ai acheté. Pouvez-vous remettre l'argent sur mon compte ?,Jënd naa benn afeer waaye su ma sañoon ñu delloo ma sama xaalis.Ndax mën ngeen a fexe ba xaalis bi dellu ci sama kont ?,request refund
HOW LONG THE CARD VALIDITY,Quelle est la durée de validité de la carte ?,Lan mooy diir bi ñu mën a jëfandikoo kàrt bi ?,card not working
How do I unlock my account after typing in the wrong PIN too many times?,Comment débloquer mon compte après avoir saisi un code PIN erroné à plusieurs reprises ?,naka laay def ba dindi sama kont ginaaw bima dugalee kod PIN bu baaxul ay yoon yu bari?,pin blocked
There is a cash withdrawal on my statement that I don't recognize,Il y a un retrait d’argent sur mon relevé que je ne reconnais pas,Amna xaalis bu ñu jël ci sama rëlëwe te xamuma ko.,cash withdrawal not recognised
I requested a refund from a merchant but don't see the money in my account.  Are you able to check with the merchant or process the refund manually?,"J’ai demandé un remboursement à un commerçant, mais je ne vois pas l’argent sur mon compte. Êtes-vous en mesure de vérifier auprès du commerçant ou de traiter le remboursement manuellement ?","Dama feyeeku benn jaaykat, waaye gisuma xaalis bi ci sama kont. Ndax mën nga xool ak jaaykat bi walla nga def ko loxo?",Refund not showing up
I want to talk about an order that I placed a long time ago and have yet to receive. I demand a refund due to lack of delivery of the product!  I refuse to pay for something I never got.,Je veux parler d'une commande que j'ai passée il y a longtemps et que je n'ai pas encore reçue. J'exige un remboursement faute de livraison du produit !  Je refuse de payer pour quelque chose que je n'ai jamais eu.,Bëgg naa wax ci benn komaand bu yàgg bu ma def te jotaguma ko. Maa ngiy sàkku ñu delloma sama xaalis ndax bagaas bi yegsiwul.  Duma fey luma musula jot.,request refund
I had a card payment that was declined.  Why?,J’ai eu un paiement par carte qui a été refusé. Pourquoi?,Amnaa benn payoon ak  kàrt  buñu bañ. Lu tax?,declined card payment
What is this extra fee while I was doing a transfer?,Quels sont ces frais supplémentaires pendant que j’effectuais un transfert ?,Yan ñooy yeneen fere yooyu bi may yónnee xaalis?,transfer fee charged
Where is the transfer to my account that I made?,Où se trouve le virement sur mon compte que j’ai effectué ?,Fan la xaalis bi ma def ci sama kont nekk?,balance not updated after bank transfer
I tried to make a payment with my card and it was declined. Why is it pending?,J'ai essayé d'effectuer un paiement avec ma carte et il a été refusé. Pourquoi est-il en attente ?,Doon naa jéem a feyee ak sama kàrt waaye jàllul. Lu tax peyoor bi di wéy di nekk ci pekku négandiku ?,pending card payment
Is there a discount for multiple currency exchanges?,Existe-t-il une réduction pour les échanges de devises multiples ?,Ndax dees di wàññil kuy faral di weccoo xaalis  ?,exchange charge
I would like to change to a different currency.,Je voudrais changer de devise.,Dama bëgga soppi ay xaalis ?,pending cash withdrawal
I saw that my transfer was declined.,J’ai vu que mon transfert avait été refusé.,Dama gis ni xaalis bi ma toxal nanguwuñu ko.,declined transfer
Why didn;t my payment work,Pourquoi mon paiement n'a pas fonctionné,Lu tax sama peyoor jàllul ?,declined card payment
How do I get my virtual card?,"Comment obtenir ma carte virtuelle ?
"," Naka Laay def ba am sama kàrt Wirtuel?
",card linking
My disposable virtual card isn't working.,Ma carte virtuelle jetable ne fonctionne pas.,Sama kàrt wirtiyel  bi ñuy jefandikoo benn yoon kese doxul.,virtual card not working
I have a question about fee for cash withdraw.,J’ai une question sur les frais de retrait d’espèces.,Amnaa laaj bu jëm ci njëgu jël xaalis bi.,cash withdrawal charge
Can you help me with proving my identity?,Pouvez-vous m'aider à prouver mon identité ?,Ndax mën nga ma jàppale ma wone sama bopp?,declined transfer
What do I do if I forgot my passcode?,Que dois-je faire si j’ai oublié mon code d’accès ?,Lan laa wara def suma fàttee sama kodu duggu?,passcode forgotten
Are there cash machines where I can change my PIN?,Y a-t-il des distributeurs automatiques de billets où je peux changer mon code PIN ?,Ndax amna ay gab yu ma mëna soppee sama kodu PIN?,change pin
Why do we need to verify top-up?,Pourquoi avons-nous besoin de vérifier la recharge ?,Lu tax ñu wara xool xaalis bi ñu dugal?,verify top up
How do i authenticate a top-up card?,Comment puis-je authentifier une carte de recharge ?,Naka laa mëna xame kàrtu sarse?,verify top up
I need my card to be activated right now.,J'ai besoin que ma carte soit activée immédiatement,dama soxla ñu aktive sama kart leegi,reverted card payment?
I don't understand why you aren't accepting my transfer. After a couple times trying I'm still getting an error message.,"Je ne comprends pas pourquoi vous n'acceptez pas mon transfert. Après plusieurs tentatives, je reçois toujours un message d'erreur.",Xamuma lu tax  xaalis bi ma bëgg a yónnee jàllul. Jéem naa ba sonnu waaye dara.,beneficiary not allowed
I couldn't complete card activation.,Je n'ai pas pu terminer l'activation de la carte.,Mënu ma jeexal aktivaasioŋu kàrt bi.,activate my card
Why can't I make a transfer?,Pourquoi ne puis-je pas effectuer de transfert ?,Lu tax mënuma yónnee xaalis?,failed transfer
Will you assess me more fees if I top up with an international card?,Allez-vous me facturer des frais supplémentaires si je recharge avec une carte internationale ?,Ndax su ma dugalee xaalis ci sama kont ak kàrtu bitim-réew fere yi dañuy yokku ?,top up by card charge
explain the virtual card,expliquer la carte virtuelle,Leeralal kàrt wirtuyel bi?,transfer timing
Why does my transfer keep generating an error message?,Pourquoi mon transfert continue-t-il de générer un message d'erreur ?,Lu tax sama yónnee bi di wéy di fësal bataaxalu njuumte ?,beneficiary not allowed
i need to add express delivery if that's an option,J’ai besoin d’ajouter la livraison express si c’est une option,Bëgg naa yokk yónnee eksperes sudee tànneef la.,card delivery estimate
A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong.,Un paiement hypothécaire que j’effectue me donne un message d’erreur. C’est la première fois que j’effectue ce paiement et je veux savoir ce qui ne va pas.,"Payooru ipotek bi may def mungi  may jox ab bataaxalu njuumte. Bii mooy yoon wu njëkk may def payoor bii, dama bëgga xam lu doxul.",failed transfer
I live in the US and I would like to get a card. How do I go about getting one?,Je vis aux États-Unis et j'aimerais obtenir une carte. Comment faire ?,"Etats-Unis la dëkk waaye dama bëggoon a am ab kàrt, naka laa war a def ?",country support
Would you be so kind as to activate my card? Thanks,Auriez-vous l'amabilité d'activer ma carte ? Merci.,Ndax dinga ma may doxal sama kàrt? Jërëjëf,activate my card
Can i have a virtual card?,Puis-je avoir une carte virtuelle ?,Ndax mën naa am kàrt wirtuyel?,country support
Can I add a card to back into the app?,Puis-je ajouter une carte à l'arrière de l'application ?,Ndax mën naa yokk benn kàrt ci ginaaw aplikaasiyoŋ bi?,card linking
How do you figure out the exchange rate? Can you explain why I got less money than expected?,Comment déterminez-vous le taux de change ? Pouvez-vous m’expliquer pourquoi j’ai reçu moins d’argent que prévu ?,Naka ngeen di def ba xam njëgu weccoo xaalis bi? Ndax mën ngeen ma wax lu tax ma jot xaalis bu yées lima doon seentu?,wrong exchange rate for cash withdrawal
I have an unfamiliar direct debit in my statement.,J'ai un prélèvement automatique inconnu sur mon relevé.,Am naa jëlum xaalis bu ma xamewul ci sama rëlëwe,direct debit payment not recognised
My identity wasn't verified,Mon identité n’a pas été vérifiée,"Sama jëmm, saytuwuñu ko.",unable to verify identity
