input,input_fr,input_wo,label
Why does my identity need verification?,Pourquoi mon identité doit-elle être vérifiée ?,Lu tax ñu wara saytu sama dàntite?,why verify identity
I think my transfer failed. What do I do now?,Je pense que mon transfert a échoué. Que dois-je faire maintenant ?,"Dama yaakaar ni sama yonnee jàllul, lan laa wara def leegi?",failed transfer
Are their certain cash machines where I can change my pin?,Existe-t-il des distributeurs automatiques de billets où je peux changer mon code PIN ?,Ndax am na GAB yu ma mën a soppiwee sama kod PIN ?,change pin
after i got married i need to change my name,"après mon mariage, je dois changer de nom","ginnaaw maangiy séy, dama wara soppi sama sant",edit personal details
My card won't work right now.,Ma carte ne fonctionnera pas pour le moment.,Sama kàrt doxul jamono jii,card not working
Why is my beneficiary being denies?,Pourquoi mon bénéficiaire est-il refusé ?,Lu tax ñu gàntal ki ma waroon a yónnee xaalis bi ?,beneficiary not allowed
I haven't received my cash yet.,Je n'ai pas encore reçu mon argent.,Jotaguma ci sama xaalis,wrong amount of cash received
Why can't I transfer money to a beneficiery?,Pourquoi ne puis-je pas transférer d'argent à un bénéficiaire ?,Lu tax mënu ma yónnee xaalis nit?,beneficiary not allowed
If my card becomes expired what can I do?,"Si ma carte expire, que puis-je faire ?","Sudee sama kàrt daa jeex, lan laa wara?",card about to expire
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,J'ai remarqué de nouveaux frais sur mon compte. J'ignorais qu'il y avait des frais pour ces paiements. Quelle est la politique ?,Nemmeeku naa fere bu bees ci sama kont. Xamuma ne woon njënd yii dafa laaj ay fere. Lan moo xew ?,card payment fee charged
The balance does not appear to have updated.,Le solde ne semble pas avoir été mis à jour.,Dafa mel ne sold bi kenn yeesalu ko,balance not updated after bank transfer
The cast deposit from a week ago still is not in my account. Why?,Le dépôt de plâtre d'il y a une semaine n'est toujours pas sur mon compte. Pourquoi ?,Xaalis bi ma dugal ci sama kont bi ci ayu-bés bi gisaguma ko. Lu ko waral ?,balance not updated after cheque or cash deposit
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?","Je sais que c'est très tard, mais je viens de consulter mes relevés des deux derniers mois et il y a un paiement assez important que je n'ai absolument pas effectué. Est-il encore possible de le contester ?","Xam naa ne guddi na loo, waaye damay doog  a xool sama karne kontu ñaari weer yi wees, ma seetlu ne am peyoor bu am solo bu ñu ci def te du man. Ndax, ba tay, mën naa ko jéebaane ?",direct debit payment not recognised
My new landlord says he hasn't received the rent payment that I transferred a couple days ago. I've already checked the account numbers and they are correct. Can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?,Mon nouveau propriétaire dit qu'il n'a pas reçu le paiement du loyer que j'ai transféré il y a quelques jours. J'ai déjà vérifié les numéros de compte et ils sont corrects. Pouvez-vous me dire ce qui se passe avec cette transaction et que le transfert n'apparaît pas du côté de mon propriétaire ?,Sama boroom luwaas bu bees bi dafa wax ni jotagul xaalis bi ma fayee luwaas bi def na fan yu néew ci ginaaw. Saytu naa limatu  kontu yi te baax nañu. Ndax mën ngeen ma wax lu xew ak jëflante bii te yóonee bi feeñul ci moom?,transfer not received by recipient
Waiting for the cash I deposited this morning still,J'attends toujours l'argent que j'ai déposé ce matin,Maa ngi xaar ba tay xaalis bi ma dugal ci sama kont bi ci suba si.,balance not updated after cheque or cash deposit
Currency exchanges have any extra fees?,Les bureaux de change ont-ils des frais supplémentaires ?,Ndax ñiy weccoo xaalis dañuy yokk seeni njëg ?,exchange charge
Can you tell me when my card will arrive?,Pouvez-vous me dire quand ma carte arrivera ?,Mën nga ma wax kañ la sama kart di yegsi?,card delivery estimate
"new customer and filling gas for the first time today, not working,","nouveau client et remplissage de gaz pour la première fois aujourd'hui, ne fonctionne pas,","Kiliyaan bu bees laa, bii mooy yoon bu njëkk may duy isãs",pending top up
Why is my withdrawal from the ATM still showing as pending?,Pourquoi mon retrait au distributeur automatique est-il toujours affiché comme en attente ?,Lu tax xaalis bi ma jël ci GAB bi wéy di nekk ci pekku négandiku ?,pending cash withdrawal
where can I get the info for my funds,où puis-je obtenir les informations sur mes fonds,fan laa mëna amee ay leeral ngir sama xaalis?,verify source of funds
Can you tell me how do I get a card?,Pouvez-vous me dire comment obtenir une carte ?,Ndax mën ngeen ma wax nu may ame kàrt?,order physical card
Can you please disable my current account.,Pouvez-vous s'il vous plaît désactiver mon compte actuel.,Ndax mën ngeen tëj sama kont bi fi nekk?,terminate account
Can my salary be received and transferred to my current currency in my country?,Mon salaire peut-il être reçu et transféré dans ma devise actuelle dans mon pays ?,Ndax mën naa jot a ko yónnee sama saleer ci sama xaalisu dëkk ?,receiving money
What would the age limit be?,Quelle serait la limite d’âge ?,Lan mooy limu at yi ?,age limit
Why is there a fee on a card payment?,Pourquoi y a-t-il des frais sur un paiement par carte ?,Lu tax peyoorug kàrt di am ay fere ?,card payment fee charged
I think my top-up has failed.,Je pense que ma recharge a échoué.,Dama yaakaar ne sama peyoor bi dañu ko niilal,top up failed
Why does the same transaction appear multiple times?,Pourquoi la même transaction apparaît-elle plusieurs fois ?,Lu tax benn jëflante di feeñ lu bari yoon?,transaction charged twice
"Can my daughter also have a card issued in her name, but linked to my account?","Ma fille peut-elle également avoir une carte émise à son nom, mais liée à mon compte ?","Sama doom bu jiggéen mën naa am kàrt buñu def su turam, waaye bu lëkkalee ak sama kàrt?",getting spare card
If I live outside of the UK am I still eligible for a card?,"Si je vis en dehors du Royaume-Uni, ai-je toujours droit à une carte ?","Su fekkee dëkkuma àngalteer, ndax dinaa mën a am kàrt ?",country support
"I might be paranoid, but someone may be using my card.","Je suis peut-être paranoïaque, mais quelqu'un utilise peut-être ma carte.","Amaana dama dof, waaye dafa melni amna kuy jëfandikoo sama kàrt.",compromised card
I received $20 but I entered $100,J'ai reçu 20 $ mais j'ai entré 100 $,"20 euro laa jot, waaye 100 euro laa sàkkuwoon.",wrong amount of cash received
Are there any restrictions on the disposable cards?,Existe-t-il des restrictions sur les cartes jetables ?,Ndax amna ay tere ci kart yi ñuy sànni?,disposable card limits
Is there a way I can have a mastercard?,Existe-t-il un moyen d’avoir une Mastercard ?,Ndax amees na wu ñu mën a jaar ngir am kàrtu Mastercard ?,visa or mastercard
For topping-up is there a charge?,Y a-t-il des frais pour la recharge ?,Ndax amna njëg yuñ wara fay ngir sarse?,top up by bank transfer charge
I've got charges on my account I did not authorize. Can I get this money back from the last couple of days that it's been coming out? I also need to freeze my card.,J'ai des débits sur mon compte que je n'ai pas autorisés. Puis-je récupérer cet argent des deux derniers jours ? Je dois également geler ma carte.,Amnaa ay yónnee ci sama kont yu ma deful. Ndax mën naa jotaat xaalisu ñaari fan yii weesu? Dama wara tëj sama kàrt itam.,card payment not recognised
I want to get a Visa card,Je veux obtenir une carte Visa,Bëgg naa am kàrt wiisa.,visa or mastercard
Is it possible for me to top up with a cheque?,Est-il possible de recharger avec un chèque ?,Ndax sarse ak sek mën na nekk?,top up by cash or cheque
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,J’ai remarqué que mon compte a été facturé deux fois pour quelques articles cette semaine. Veuillez examiner et rembourser les articles facturés en double.,Dama seetlu ci sama kontu ni dañu ma fayeeku ñaari yoon ci yenn mbir ayu-bis bii. Baalnu nga xoolaat te delloo xaalis bi ci mbir yi ñu fayeeku ñaari yoon.,transaction charged twice
My card didn't work at the ATM in Notting Hill.  Is my card working?,Ma carte ne fonctionnait pas au distributeur de Notting Hill. Est-ce que ma carte fonctionne ?,Sama kàrt doxul ci Gabu Notting Hill. Ndax sama kàrt a ngi dox ?,declined cash withdrawal
How long will it take to receive a virtual card?,Combien de temps faut-il pour recevoir une carte virtuelle ?,Ñaata waxtu ngay def ngir jot kàrt wirtiyel?,getting virtual card
Where can I find your exchange rates?,Où puis-je trouver vos taux de change ?,Fan laa mën a gisee dayo weccoo xaalis yi ?,exchange rate
"my card details could be stolen, as i didnt make these transactions","mes données de carte pourraient être volées, car je n'ai pas effectué ces transactions","Mën naa am dafa am ku yore kàrt bu mel ne sama bos, ndax defuma benn jokkalante koppar",compromised card
I don't understand why I was charged extra for withdrawing money?,Je ne comprends pas pourquoi des frais supplémentaires m'ont été facturés pour retirer de l'argent ?,Xamuma lu tax ma fay yeneen fere ngir jël xaalis ?,cash withdrawal charge
What other currencies are available to change to?,Vers quelles autres devises pouvez-vous changer ?,Yan yeneen xaalis ngeen mëna wecciku?,exchange via app
I wanted to purchase something online but the payment was returned back to me. This has been going on for a couple of weeks. Please tell me what is going on here?,"Je voulais acheter quelque chose en ligne, mais le paiement m’a été retourné. Cela dure depuis quelques semaines. S’il vous plaît, dites-moi ce qui se passe ici ?","Dama bëggoon jënd benn mbir ci net bi, waaye ñu delloo ma xaalis bi. Ayu-bis yu néew la def. Wax ma lu xew fii ngir yalla?",reverted card payment?
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,Votre taux de change était hors tension.  Un supplément m'a été facturé sur mon paiement que j'ai effectué samedi dernier.,Seen njëgu weccoo xaalis bi dafa yokku.  Dañu ma feye ku xaalis bu ëpp ci sama payoor bima def gaawu bi weesu.,card payment wrong exchange rate
"I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives?","Je dois recharger ma carte aujourd'hui, car elle est constamment refusée. Je dois l'utiliser immédiatement. Pouvez-vous résoudre ce problème ou me proposer une alternative ?","Dama bëgg a dolli xaalis ci sama kàrt ndax dañu koy wéy di gàntal, te dama ko war jëfandikoo nu mu gën a gaawe. Ndax mën ngeen a saafara jafe-jafe bii walla ngeen digal ma yeneen pexey saafara ?",top up failed
"I was out today looking forward to paying with my new card, turns out the payment kept getting declined. This is really sad, what's going on?","J'étais dehors aujourd'hui, impatient de payer avec ma nouvelle carte, mais le paiement était constamment refusé. C'est vraiment triste, que se passe-t-il ?","Tay, dama génn, am yëg-yëgu fey ak sama kàrt bu bees bi, waaye dafa mel ne ba tay dañoo gàntal peyoor gi. Wax dëgg ndeysaanu na lool. Lan moo xew ?",declined card payment
I just got married and need to change my name on the account,Je viens de me marier et je dois changer mon nom sur le compte,Dama sëyi te dama wara soppi sama sànt ci kontu bi.,edit personal details
Hello I changed my mind and want a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Please it's urgent.,"Bonjour, j'ai changé d'avis et je souhaite un remboursement pour un article que j'ai acheté récemment. Pourriez-vous annuler la transaction et me faire rembourser ? C'est urgent.","Salaamaalekum, dama bëgg a xàcc benn afeer, ma bëgg ñu delloo ma sama xaalis. Ndax mën ngeen a niilal jokkalante bi ba noppi delloo ma sama xaalis. Dafa jamp",request refund
Can I reset the passcode?,Puis-je réinitialiser le mot de passe ?,mën naa yeesalaat moo dë paas bi?,passcode forgotten
Does this app exchange currencies?,Cette application échange-t-elle des devises ?,Aplikaasiyoŋ bii dafay yombal weccoo xaalis,exchange via app
Why is my last cheque deposit taking so long?,Pourquoi mon dernier dépôt de chèque prend-il autant de temps ?,Lu tax sama duggal xaalis ak sek bu mujj bi yàgge nii?,balance not updated after cheque or cash deposit
"I want to add money to my international card, so are there any fees charged to do this?","Je souhaite ajouter de l'argent sur ma carte internationale, y a-t-il des frais facturés pour cela ?","Dama bëgga yokk xaalis ci sama kàrt diggante réew ak réew, ndax amna fere yuñuy sàkku ngir loolu",top up by card charge
Please tell me how to edit my personal details.,S'il vous plaît dites-moi comment modifier mes informations personnelles.,Waxleen ma naka laay soppiwee samay xàmmeekaay ,edit personal details
I need to find out why my pending payment hasn't gone through.,Je dois savoir pourquoi mon paiement en attente n'a pas été effectué.,Bëgg naa xam lan moo tax sama peyoor bi nekk ci pekku négandiku jàllul,pending card payment
I have been waiting for my top-up to complete and it still hasn't gone through.,J’attendais que ma recharge soit terminée et elle n’a toujours pas été effectuée.,Maa ngi doon xaar sama sarse jeex te ba leegi demul.,pending top up
How can I cancel a transaction to a wrong account?,Comment puis-je annuler une transaction sur un mauvais compte ?,Naka laay def ba mëna fomm yónnee gi ci kont bu baaxul?,cancel transfer
I'm still waiting for my top-up to go through,J'attends toujours que ma recharge soit effectuée,Maa ngi xaar ba leegi ñu def sama sarse,pending top up
Why did the funds not transfer to another recipient?,Pourquoi les fonds n’ont-ils pas été transférés à un autre destinataire ?,Lu tax yónneewunu xaalis bi keneen  ?,transfer not received by recipient
I have cancelled payments to this card.,J'ai annulé les paiements sur cette carte.,Niilal naa peyoor yi ma defe ak kàrt bii ,reverted card payment?
How does someone else top up my account,Comment quelqu'un d'autre peut-il recharger mon compte ?,Naka la keneen mënee dugal xaalis ci sama kont ?,topping up by card
"According to the app, I got cash from an ATM but I haven't made any transactions.","Selon l'application, j'ai reçu de l'argent liquide à un distributeur automatique, mais je n'ai effectué aucune transaction.","Bu nu sukkandikoo ci aplikaasiyoŋ, jot naa xaalis xobbet-xobbet ci ab GAB, waaye defuma benn jokkalanteb koppar",cash withdrawal not recognised
Do you have a limit for someone's age?,Avez-vous une limite d'âge pour quelqu'un ?,Ndax dangeen a am àpp bu ñeel at nit ki ?,age limit
Do I need to do anything special for my friend to send money to my account?,Dois-je faire quelque chose de spécial pour que mon ami envoie de l'argent sur mon compte ?,Ndax fàww ma defal sama xarit lenn lu amul fenn ngir mu mëna yónnee xaalis ci sama kont?,receiving money
Why was my request for cash declined?,Pourquoi ma demande d'argent liquide a-t-elle été refusée ?,Lu tax ñu gàntal xaalis bi ma doon sàkkoo jël ?,declined cash withdrawal
What is the charge for topping up a card?,Quels sont les frais de rechargement d'une carte ?,Yañ ñooy fere sarsamã kàrt ?,top up by card charge
What is the purpose of requiring my identification?,Quel est le but de demander mon identification ?,Lu tax ngeen may laaj ab kàrt dàntite ?,why verify identity
I need to cancel a transaction on my debit card.,Je dois annuler une transaction sur ma carte de débit.,Dama bëgg a niilal benn jokkalanteb xaalis bu ma defe ak sama kàrtu keredi,direct debit payment not recognised
I didn't set up a direct debit payment on my account.,Je n'ai pas mis en place de prélèvement automatique sur mon compte.,Bérébaluma sama kontu bànk.,direct debit payment not recognised
It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them.,"Cela fait un moment que j'ai passé une commande et elle n'arrive toujours pas. À ce stade, remboursez-moi, car je ne les paie pas.","Ba ma komàndee ak léegi moo ngi waaj a defub diir te agseegul. Fi mu ne nag, dellooleen ma sama xaalis ndax duma leen fey.",request refund
Can you unblock my blocked pin?,Pouvez-vous débloquer mon code PIN bloqué ?,Ndax mën ngeen a doxal sama kod PIN bi bolokz ?,pin blocked
"Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there.","Pourquoi ne puis-je pas transférer mon argent sur le compte d'un tiers ? Je devrais pouvoir le faire, non ? Pourquoi mon virement est-il toujours refusé ? Il n'y a aucune raison, toutes mes informations sont correctes et l'argent est là.","Lu tax mënuma yónnee sama xaalis ci kont keneen ? War naa ko mën a def ? Lu tax li ma yónnee jàllagul ba tay ? Amul lenn lu ko mën tere, ndax samay xàmmee yépp a tege ci yoon, te itam kont bi am na xaalis.",failed transfer
I got a strange cash withdrawal in my statement,J'ai reçu un étrange retrait d'espèces sur mon relevé,Gis naa xaalis bu ñu jël ci anam yu doy waar ci sama kont,cash withdrawal not recognised
Can I use any card and currency?,Puis-je utiliser n’importe quelle carte et devise ?,Ndax mën naa jëfandikoo bépp kàrt walla xaalis?,supported cards and currencies
My account is depleted. Can I transfer funds from another bank?,Mon compte est épuisé. Puis-je transférer des fonds d'une autre banque ?,Sama kont dafa jeex. Ndax mën naa yónnee xaalis ci beneen bànk?,transfer into account
Why was there a fee with my cash withdrawal?,Pourquoi y avait-il des frais avec mon retrait d'espèces ?,Lu tax ñu may fayeeku sama xaalis bi may génnee?,cash withdrawal charge
I only got some of the cash I requested from the ATM,Je n'ai reçu qu'une partie de l'argent que j'avais demandé au distributeur automatique,Benn pàcc xaalis bima laajoon gab bi rekk laa jot.,wrong amount of cash received
"If I exchange currencies frequently, is there a discount?","Si j'échange fréquemment des devises, y a-t-il une réduction ?","Su fekkee damay faral di weccoo xaalis, ndax dingeen ma mën a wàññil ?",exchange charge
"Why is my transfer not working? I tried multiple times to transfer money, and all that happens is an error message pops up.","Pourquoi mon transfert ne fonctionne-t-il pas ? J'ai essayé plusieurs fois de transférer de l'argent, et tout ce qui se passe, c'est qu'un message d'erreur apparaît.","Lutax sama yónnee xaalis doxul, Jéem na ay yoon yu bëri ngirn yónnee xaalis, te li xew léep mooy dafy wane ab bataaxal bu baaxul.",beneficiary not allowed
I would like to get both Mastercard and Visa card from you if that's possible.,J'aimerais obtenir une carte Mastercard et une carte Visa de votre part si cela est possible.,"Bëggoon naa ngeen jox ma ab kàrtu Mastercard ak kàrtu visa, su mënee nekk ",visa or mastercard
I am still waiting to find out the status of my refund. I have made previous attempts to find out what the status is to no avail. Will you please look into this for me?,"J'attends toujours de connaître l'état de mon remboursement. J'ai déjà tenté de connaître le statut, en vain. Pourriez-vous s'il vous plaît examiner cela pour moi ?",Ba leegi maa ngi xaar ngir xam ndax dello nañu sama xaalis. Jéem naa xam fu mbir yi tollu waaye sottiwul. Ndax mën ngeen ma xoolaat lii?,Refund not showing up
Why did I have to pay an additional amount when using my card to pay?,Pourquoi ai-je dû payer un montant supplémentaire lors du paiement avec ma carte ?,Lu tax ma wara fay ci limu xaalis bu bari ci bi may fay ak sama kart?,card payment fee charged
Why would I be charged an extra fee while doing a transfer?,Pourquoi devrais-je payer des frais supplémentaires lors d'un transfert ?,Lu tax bu ma dugalee xaalis ci sama kont ñu may feyloo yeneen fere ?,transfer fee charged
What are the reasons to be charged a fee on card payments?,Quelles sont les raisons pour lesquelles des frais sont facturés sur les paiements par carte ?,Yan ñooy sababi fere yi ñuy dagg ci peyoori kàrt yi ?,card payment fee charged
It won't let me prove my identity.,Cela ne me permet pas de prouver mon identité.,Loolu mayul ma firndeel ki ma doon.,unable to verify identity
I need my card immediately.,J’ai besoin de ma carte immédiatement.,Dama soxla sama kàrt leegi.,card delivery estimate
Which type of card will I receive?,Quel type de carte vais-je recevoir ?,Ban xeetu kàrt laa wara am?,visa or mastercard
I think the top up failed,Je pense que la recharge a échoué,Yaakaar naa ne sarsamã bi jàllul,top up failed
Why have I been charged a fee for card payment?,Pourquoi des frais m'ont-ils été facturés pour un paiement par carte ?,Lu tax ñu feyloo ma ay fere ci peyoor gi ma defe ak sama kàrt ?,card payment fee charged
Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees?,Est-ce que ça coûte quelque chose d'acheter quelque chose à l'étranger ? Y aura-t-il des frais de transfert ou de conversion de devises cachés ?,Ndax jëndee ab jumtuwaay bitim-réew dafa am lu muy dikkewaate ? Ndax dafa am luy tege ci njëg li lu nëbbu walla luy tege ci wecce xaalis bi.,transfer fee charged
How do I edit the personal details on my account?,Comment puis-je modifier les informations personnelles de mon compte ?,Naka laa mën a soppee samay xàmme ci sama kont ?,edit personal details
I am having trouble withdrawing cash.,J'ai des difficultés à retirer de l'argent.,Am naa ay jafe-jafe ngir jël xaalis,declined cash withdrawal
How old do you need to be to have an account?,Quel âge faut-il avoir pour avoir un compte ?,Ñaata at lees war a am ngir tijji ab kont ?,age limit
"My card has been declined by two separate ATM, and I'm worried something is wrong with my account. Would you please see if my account is okay?",Ma carte a été refusée par deux distributeurs automatiques et je crains un problème avec mon compte. Pourriez-vous vérifier si mon compte est en ordre ?,"Ñaari GAB yu wuute gàntal nañu sama kàrt, jàpp naa ne kont dafa am jafe-jafe. Ngir Yàlla, xoolal leen ma ndax sama kont a ngi dox ",declined cash withdrawal
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,"Il semble que mon paiement par carte ait été dupliqué. J'ai payé en magasin plus tôt dans la journée. La première fois, il a été refusé, et la deuxième fois, il a fonctionné. L'application indique toujours qu'un des paiements est en attente. Veuillez supprimer l'un d'eux, car le premier a clairement été refusé et est incorrect.","Dafa mel ne peyoor bi ma defee ak sama kàrt dañu ko ñaare. Teel naa fey ca màngasin ba tay. Bu jëkk ba dañoo gàntal peyoor bi, ñaareel bi moom jàll na. Aplikaasiyoŋ bi dafay wone ne ba tay benn ci peyoor yi mingi ci pekku négandiku. Maa ngi sàkku ngeen neenal benn ci peyoor yooyu ndax bu jëkk bi moom dañu ko gàntal.",transaction charged twice
Is there a way to link the card i just got?,Existe-t-il un moyen de lier la carte que je viens de recevoir ?,Ndax amna anam wuma mëna boolee kart bima jot?,card linking
How do I get a refund for something I bought?,Comment puis-je obtenir un remboursement pour quelque chose que j'ai acheté ?,Naka laa mën a jotee ci xaalisu mbir mu ma xàccoon ?,request refund
Why did using an ATM cause me to be charged an additional fee?,Pourquoi l’utilisation d’un guichet automatique m’a-t-elle entraîné des frais supplémentaires ?,Lu tax ñu dagg ma ay yeneeni fere bi ma jëfandikoo GAB bi ?,cash withdrawal charge
Why hasn't my transfer from Europe gone through?,Pourquoi mon transfert depuis l'Europe n'a-t-il pas eu lieu ?,Lu tax jokkalante bi ma defee Europe jàllul ?,transfer timing
Can you tell me why the transfer isn't showing up on my account?,Pouvez-vous me dire pourquoi le virement n'apparaît pas sur mon compte ?,Ndax mën ngeen ma wax lu tax xaalis bu dugul ci sama kont ?,balance not updated after bank transfer
What is the basis of your exchange rates?,Quelle est la base de vos taux de change ?,Lan mooy sukkandikaayu  seen dayo weccoo xaalis bi  ?,exchange rate
"How long does an international transfer take? I made the transfer from France 2 days ago, but it is not showing up in my bank yet.","Combien de temps prend un virement international ? J'ai effectué le virement depuis la France il y a deux jours, mais il n'apparaît pas encore sur mon compte.","Ñaata waxtu la xaalis bu ñu yónnee biim-réew war a def. Xaalis bi Farãas laa ko yónnee, booba ak léegi am na ñaari fan, waaye feeñul benn yoon ci sama bànk.",balance not updated after bank transfer
What is the reason for the fee charge on my transfer?,Quelle est la raison des frais facturés sur mon transfert ?,Lan moo waral njëgu faktiir yi ci sama yóonee xaalis?,transfer fee charged
Is my card ready for use or does it need activated and if so how?,"Ma carte est-elle prête à être utilisée ou doit-elle être activée et si oui, comment ?","Ndax sama kàrt pare na ngir ñu jëfandikoo ko, fan laa ko mën a jëfandikoo, ci naka ?",activate my card
"Since I need to exchange currencies frequently, would you be able to offer me a discount?","Étant donné que j'ai besoin d'échanger des devises fréquemment, pourriez-vous m'offrir une réduction ?","Ndégam dama farala soxla di di weccoo xaalis,  ndax mën nga ma wàññil",exchange charge
Can I exchange currency to Europe?,Puis-je échanger des devises vers l'Europe ?,Ndax mën naa weccoo xaalis ak xeeti xaalisi bitim-réew yi ?,fiat currency support
How do I sign up for a card if I'm in America?,Comment puis-je souscrire à une carte si je suis en Amérique ?,Naka laa mën a amee ab kàrt su fekkee dama nekk Amerig ?,country support
What is the most I can top-up?,Quel est le montant maximum que je peux recharger ?,Lan mooy dayo xaalis bi ma mën a dugal te waru ma ko  weesu ? ,top up limits
"Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made!","Bonjour ! Je suis étudiant à l'étranger et j'ai remarqué qu'en comparant mon budget pour ce mois-ci, j'avais des frais supplémentaires inattendus. Pourquoi ? J'ai ce compte depuis des années et je n'ai eu aucun problème jusqu'à présent. Ce n'est peut-être même pas de votre faute, car je suis encore novice en voyages et en finances internationales, mais je voulais vérifier au cas où une erreur se serait produite !","Salaamaalekum, njàngaan laa bitim-réew, bi may jéem a saytu sama nafa ci weer wii, gis naa ci ay fere yoo xam ne yaakaaruma ko woon. Naka la loolu mënee nekk ? Ubbi naa kont bii bu yàgg ba tay waaye mësuma am jafe-jafe bii, xay na du ci yeen ndax man aw ngindi laa ci wàllu tukki bitim-réew ak ci wàllu kopparaan, waaye bëggoon naa ko cambar ngir xam ndax njuumte dafa ci am",transfer fee charged
"Hi, can you tell me why my transfer keeps being rejected? I've been trying to send money to my friends this morning but failed every time and I have no idea why?","Bonjour, pouvez-vous m'expliquer pourquoi mon transfert est toujours refusé ? J'ai essayé d'envoyer de l'argent à mes amis ce matin, mais j'ai échoué à chaque fois et je ne sais pas pourquoi.","Salaamaalekum, ndax mën ngeen ma wax lu tax ñuy wéy di gàntal xaalis bi ma bëgg a yónnee ? Ci suba ba tay maa ngi jéem a yónnee xaalis samay xarit waaye nanguwul te xamuma lu ko waral ",failed transfer
Why are there fees for using a card?,Pourquoi y a-t-il des frais pour l’utilisation d’une carte ?,Ndax jëfandikoo kàrt aajowoo na ay fere ?,card payment fee charged
Why can't I transfer to another account?,Pourquoi ne puis-je pas transférer vers un autre compte ?,Lan moo tax mënuma yónnee ci beneen kont ?,beneficiary not allowed
Are there still fees for european top-ups?,Y a-t-il encore des frais pour les recharges européennes ?,Ndax ba leegi amna ay payoor ngir saarse xaalisu tugal yi ?,top up by card charge
"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.","Bonjour, j'achète un appartement et j'ai besoin de mon prêt immobilier. Cependant, à chaque fois que je consulte mon compte, j'obtiens un message d'erreur. Pourriez-vous m'aider à effectuer ce transfert ?","Salam, damay jënd apartamaa te dama soxla sama leble imobiliyee . Waaye, saa yu ma xoolee sama kontu, damay am bataaxalu njuumte. Ndax mën ngama jàppale ci toxal xaalis bii?",failed transfer
Where's the money I transferred into my account?,Où est l'argent que j'ai transféré sur mon compte ?,Fan la xaalis bi ma dugal ci sama kont jaar ?,balance not updated after bank transfer
Why would a merchant revert my payment?,Pourquoi un marchand annulerait-il mon paiement ?,Lu tax benn jaaykat di fomm sama payoor?,reverted card payment?
"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?","Ma recharge continue d’afficher en attente ? Combien de temps les choses vont-elles durer comme ça ? Des jours, des semaines, des mois ? J’ai besoin d’argent de toute urgence pour un achat important de café, pouvez-vous me dire quand la recharge fonctionnera ?","Sama sarse mingi wéy di xaar? Ñaata waxtu la mbir yi di def ? Ay bis, ay ayu-bis, ay weer? Dama soxla xaalis leegi ngir jënd kafe bu am solo, ndax mën ngeen ma wax kañ la sarse bi di dox?",pending top up
"What are my options for topping up, automatic and/or manual?","Quelles sont mes options de recharge, automatique et/ou manuelle ?","Yan ñooy samay tànneef ci sarse, bu gaaw wala bu ma defal sama bopp?",automatic top up
How do I find the top-up verification code?,Comment puis-je trouver le code de vérification de recharge ?,Naka la mëna gise baatu ubbikaay biy saytu sarse bi?,verify top up
Will I get charged fees when I add money with an international card?,Des frais me seront-ils facturés lorsque j'ajouterai de l'argent avec une carte internationale ?,Ndax dañu may teg ay fere su ma dugalee xaalis ak ab kàrtu bitim-réew ?,top up by card charge
Will my employer be able to pay me with this service,Mon employeur pourra-t-il me payer avec ce service ?,Ndax sama njaatige mën na ma faye ak sarwiis bii ?,receiving money
What do you require for identity verification?,De quoi avez-vous besoin pour la vérification d’identité ?,Lan ngeen di laaj ngir cambarug dàntite gi ?,verify my identity
I need to reverse a transaction,J'ai besoin d'annuler une transaction,Dama bëgg fommal ab jëflante,cancel transfer
A payment is pending,Un paiement est en attente,Am na peyoor bu jàllagul ,pending card payment
I am worried that too much time has gone by for a transfer to be completed.,Je crains que trop de temps ne se soit écoulé pour qu’un transfert soit terminé.,Ñaaw naa njort ne dina xaw a yàgg tuuti laataa yónnee bi di jàll ,transfer not received by recipient
Why wasn't my bank balance updated?,Pourquoi mon solde bancaire n'a-t-il pas été mis à jour ?,Lu tax li des sama bànk yeesaluñu ko?,balance not updated after bank transfer
